##Supplementary Table 1. Accession numbers of YKOC colonies sequenced.		
##LEGEND		
##Deletion_Strain	Unique ID identifying the KO strain from which colonies were derived	
##SD_code	Unique ID identifying a single colony	
##ERS accession number	Accession code to download data from the European Nucleotide Archive	
#Deletion_Strain	SD_code	ERS accession number
Del3838_THI12	SD4700b	ERS1028909
Del3838_THI12	SD4700b2	ERS1028910
Del3839_PEX6	SD4701b	ERS1028911
Del3839_PEX6	SD4701b2	ERS1028912
Del3840_MDJ2	SD4702b	ERS1028913
Del3840_MDJ2	SD4702b2	ERS1028914
Del3841_EGT2	SD4703b	ERS1028915
Del3841_EGT2	SD4703b2	ERS1028916
Del3842_PFA3	SD4704b	ERS1028917
Del3842_PFA3	SD4704b2	ERS1028918
Del3843_YNL324W	SD4705b	ERS1028919
Del3843_YNL324W	SD4705b2	ERS1028920
Del3844_FIG4	SD4706b	ERS1028921
Del3844_FIG4	SD4706b2	ERS1028922
Del3845_LEM3	SD4707b	ERS1028923
Del3845_LEM3	SD4707b2	ERS1028924
Del3846_KRE1	SD4708b	ERS1028925
Del3846_KRE1	SD4708b2	ERS1028926
Del3847_VNX1	SD4709b	ERS1028927
Del3847_VNX1	SD4709b2	ERS1028928
Del3848_YNL319W	SD4710b	ERS1028929
Del3848_YNL319W	SD4710b2	ERS1028930
Del3849_HXT14	SD4711b	ERS1028739
Del3849_HXT14	SD4711b2	ERS1028740
Del3850_DAL82	SD4712b	ERS1028741
Del3850_DAL82	SD4712b2	ERS1028742
Del3851_SKP2	SD4713b	ERS1028743
Del3851_SKP2	SD4713b2	ERS1028744
Del3852_MCK1	SD4714b	ERS1042013
Del3852_MCK1	SD4714b2	ERS1042014
Del3853_BXI1	SD4715b	ERS1028745
Del3853_BXI1	SD4715b2	ERS1028746
Del3854_YPT11	SD4716b	ERS1042015
Del3854_YPT11	SD4716b2	ERS1042016
Del3855_YNL303W	SD4717b	ERS1028747
Del3855_YNL303W	SD4717b2	ERS1028748
Del3856_RPL18B	SD4718b	ERS1028749
Del3856_RPL18B	SD4718b2	ERS1028750
Del3857_TRF5	SD4719b	ERS1028751
Del3857_TRF5	SD4719b2	ERS1028752
Del3858_YNL296W	SD4720b	ERS1028753
Del3858_YNL296W	SD4720b2	ERS1028754
Del3860_YNL295W	SD4722b	ERS1028755
Del3860_YNL295W	SD4722b2	ERS1028756
Del3861_RIM21	SD4723b	ERS1076646
Del3861_RIM21	SD4723b2	ERS1076647
Del3862_MSB3	SD4724b	ERS1028757
Del3862_MSB3	SD4724b2	ERS1028758
Del3863_PUS4	SD4725b	ERS1028759
Del3863_PUS4	SD4725b2	ERS1028760
Del3864_MID1	SD4726b	ERS1028761
Del3864_MID1	SD4726b2	ERS1028762
Del3865_PCL1	SD4727b	ERS1028763
Del3865_PCL1	SD4727b2	ERS1028764
Del3866_CAF40	SD4728b	ERS1028765
Del3866_CAF40	SD4728b2	ERS1028766
Del3867_CUS2	SD4729b	ERS1028767
Del3867_CUS2	SD4729b2	ERS1028768
Del3868_YNL285W	SD4730b	ERS1028769
Del3868_YNL285W	SD4730b2	ERS1028770
Del3869_WSC2	SD4731b	ERS1028771
Del3869_WSC2	SD4731b2	ERS1028772
Del3870_HCH1	SD4732b	ERS1028773
Del3870_HCH1	SD4732b2	ERS1028774
Del3872_CAF120	SD4734b	ERS1076648
Del3872_CAF120	SD4734b2	ERS1076649
Del3873_BOR1	SD4735b	ERS1028775
Del3873_BOR1	SD4735b2	ERS1028776
Del3874_TOF1	SD4736b	ERS1028777
Del3874_TOF1	SD4736b2	ERS1028778
Del3875_BNI1	SD4737b	ERS1028779
Del3875_BNI1	SD4737b2	ERS1028780
Del3876_ALP1	SD4738b	ERS1028781
Del3876_ALP1	SD4738b2	ERS1028782
Del3877_BSC4	SD4739b	ERS1028783
Del3877_BSC4	SD4739b2	ERS1028784
Del3878_YNL266W	SD4740b	ERS1028785
Del3878_YNL266W	SD4740b2	ERS1028786
Del3879_IST1	SD4741b	ERS1028787
Del3879_IST1	SD4741b2	ERS1028788
Del3880_PDR17	SD4742b	ERS1076650
Del3880_PDR17	SD4742b2	ERS1076651
Del3881_ATX1	SD4743b	ERS1028789
Del3881_ATX1	SD4743b2	ERS1028790
Del3882_SIP3	SD4744b	ERS1028791
Del3882_SIP3	SD4744b2	ERS1028792
Del3883_GIS2	SD4745b	ERS1028793
Del3883_GIS2	SD4745b2	ERS1028794
Del3884_RTC4	SD4746b	ERS1028795
Del3884_RTC4	SD4746b2	ERS1028796
Del3885_TEX1	SD4747b	ERS1028797
Del3885_TEX1	SD4747b2	ERS1028798
Del3886_MPA43	SD4748b	ERS1028799
Del3886_MPA43	SD4748b2	ERS1028800
Del3888_VPS75	SD4750b	ERS1028801
Del3888_VPS75	SD4750b2	ERS1028802
Del3889_ATG2	SD4751b	ERS1028803
Del3889_ATG2	SD4751b2	ERS1028804
Del3890_LAP3	SD4752b	ERS1028805
Del3890_LAP3	SD4752b2	ERS1028806
Del3891_YTP1	SD4753b	ERS1028807
Del3891_YTP1	SD4753b2	ERS1028808
Del3892_SIN4	SD4754b	ERS1028809
Del3892_SIN4	SD4754b2	ERS1028810
Del3893_YNL235C	SD4755b	ERS1028811
Del3893_YNL235C	SD4755b2	ERS1028812
Del3894_BNI4	SD4756b	ERS1028813
Del3894_BNI4	SD4756b2	ERS1028814
Del3895_PDR16	SD4757b	ERS1028815
Del3895_PDR16	SD4757b2	ERS1028816
Del3896_ELA1	SD4758b	ERS1028817
Del3896_ELA1	SD4758b2	ERS1028818
Del3898_YNL228W	SD4760b	ERS1028819
Del3898_YNL228W	SD4760b2	ERS1028820
Del3899_YNL226W	SD4761b	ERS1028821
Del3899_YNL226W	SD4761b2	ERS1028822
Del3900_JJJ1	SD4762b	ERS1042017
Del3900_JJJ1	SD4762b2	ERS1042018
Del3901_CNM67	SD4763b	ERS1028823
Del3901_CNM67	SD4763b2	ERS1028824
Del3902_SQS1	SD4764b	ERS1028825
Del3902_SQS1	SD4764b2	ERS1028826
Del3903_ALG9	SD4765b	ERS1028827
Del3903_ALG9	SD4765b2	ERS1028828
Del3904_YNL217W	SD4766b	ERS1028829
Del3904_YNL217W	SD4766b2	ERS1028830
Del3905_IES2	SD4767b	ERS1028831
Del3905_IES2	SD4767b2	ERS1028832
Del3906_PEX17	SD4768b	ERS1028833
Del3906_PEX17	SD4768b2	ERS1028834
Del3907_VID27	SD4769b	ERS1028941
Del3907_VID27	SD4769b2	ERS1028942
Del3908_YNL211C	SD4770b	ERS1028943
Del3908_YNL211C	SD4770b2	ERS1028944
Del3909_RTT106	SD4771b	ERS1028945
Del3909_RTT106	SD4771b2	ERS1028946
Del3910_YNL205C	SD4772b	ERS1028947
Del3910_YNL205C	SD4772b2	ERS1028948
Del3912_SPS19	SD4774b	ERS1028949
Del3912_SPS19	SD4774b2	ERS1028950
Del3913_YNL203C	SD4775b	ERS1028951
Del3913_YNL203C	SD4775b2	ERS1028952
Del3914_PSY2	SD4776b	ERS1028953
Del3914_PSY2	SD4776b2	ERS1028954
Del3915_YNL200C	SD4777b	ERS1028955
Del3915_YNL200C	SD4777b2	ERS1028956
Del3916_GCR2	SD4778b	ERS1028957
Del3916_GCR2	SD4778b2	ERS1028958
Del3917_YNL198C	SD4779b	ERS1028959
Del3917_YNL198C	SD4779b2	ERS1028960
Del3918_WHI3	SD4780b	ERS1028961
Del3918_WHI3	SD4780b2	ERS1028962
Del3919_SLZ1	SD4781b	ERS1028963
Del3919_SLZ1	SD4781b2	ERS1028964
Del3920_YNL195C	SD4782b	ERS1028965
Del3920_YNL195C	SD4782b2	ERS1028966
Del3921_YNL194C	SD4783b	ERS1028967
Del3921_YNL194C	SD4783b2	ERS1028968
Del3922_YNL193W	SD4784b	ERS1028969
Del3922_YNL193W	SD4784b2	ERS1028970
Del3923_DUG3	SD4785b	ERS1028971
Del3923_DUG3	SD4785b2	ERS1028972
Del3924_YNL190W	SD4786b	ERS1028973
Del3924_YNL190W	SD4786b2	ERS1028974
Del3925_SWT21	SD4787b	ERS1028975
Del3925_SWT21	SD4787b2	ERS1028976
Del3926_YNL184C	SD4788b	ERS1028977
Del3926_YNL184C	SD4788b2	ERS1028978
Del3929_MRPL22	SD4791b	ERS1028979
Del3929_MRPL22	SD4791b2	ERS1028980
Del3930_TDA7	SD4792b	ERS1028981
Del3930_TDA7	SD4792b2	ERS1028982
Del3931_NOP13	SD4793b	ERS1076654
Del3931_NOP13	SD4793b2	ERS1076655
Del3932_MDG1	SD4794b	ERS1028983
Del3932_MDG1	SD4794b2	ERS1028984
Del3933_YNL170W	SD4795b	ERS1076656
Del3933_YNL170W	SD4795b2	ERS1076657
Del3934_FMP41	SD4796b	ERS1042019
Del3934_FMP41	SD4796b2	ERS1042020
Del3935_YGP1	SD4797b	ERS1028985
Del3935_YGP1	SD4797b2	ERS1028986
Del3936_ASI2	SD4798b	ERS1028987
Del3936_ASI2	SD4798b2	ERS1028988
Del3937_IGO1	SD4799b	ERS1028989
Del3937_IGO1	SD4799b2	ERS1028990
Del3938_CUZ1	SD4800b	ERS1028991
Del3938_CUZ1	SD4800b2	ERS1028992
Del3939_YCK2	SD4801b	ERS1028993
Del3939_YCK2	SD4801b2	ERS1028994
Del3940_ALF1	SD4802b	ERS1028995
Del3940_ALF1	SD4802b2	ERS1028996
Del3941_YNL146W	SD4803b	ERS1028997
Del3941_YNL146W	SD4803b2	ERS1028998
Del3942_MFA2	SD4804b	ERS1028999
Del3942_MFA2	SD4804b2	ERS1029000
Del3943_YNL144C	SD4805b	ERS1076658
Del3943_YNL144C	SD4805b2	ERS1076659
Del3944_YNL143C	SD4806b	ERS1029001
Del3944_YNL143C	SD4806b2	ERS1029002
Del3945_AAH1	SD4807b	ERS1029003
Del3945_AAH1	SD4807b2	ERS1029004
Del3947_EAF7	SD4809b	ERS1042093
Del3947_EAF7	SD4809b2	ERS1042094
Del3949_YNL134C	SD4811b	ERS1029005
Del3949_YNL134C	SD4811b2	ERS1029006
Del3950_FYV6	SD4812b	ERS1029007
Del3950_FYV6	SD4812b2	ERS1029008
Del3951_NRK1	SD4813b	ERS1029009
Del3951_NRK1	SD4813b2	ERS1029010
Del3952_TEP1	SD4814b	ERS1029011
Del3952_TEP1	SD4814b2	ERS1029012
Del3953_FAR11	SD4815b	ERS1029013
Del3953_FAR11	SD4815b2	ERS1029014
Del3954_NMA111	SD4816b	ERS1029015
Del3954_NMA111	SD4816b2	ERS1029016
Del3955_YNL122C	SD4817b	ERS1042095
Del3955_YNL122C	SD4817b2	ERS1042096
Del3956_MLS1	SD4818b	ERS1029017
Del3956_MLS1	SD4818b2	ERS1029018
Del3957_DMA2	SD4819b	ERS1029019
Del3957_DMA2	SD4819b2	ERS1029020
Del3958_HUF1	SD4820b	ERS1029021
Del3958_HUF1	SD4820b2	ERS1029022
Del3959_AVT4	SD4821b	ERS1029023
Del3959_AVT4	SD4821b2	ERS1029024
Del3960_RAS2	SD4822b	ERS1076660
Del3960_RAS2	SD4822b2	ERS1076661
Del3961_APP1	SD4823b	ERS1029025
Del3961_APP1	SD4823b2	ERS1029026
Del3962_YNL092W	SD4824b	ERS1029505
Del3962_YNL092W	SD4824b2	ERS1029506
Del3963_END3	SD4825b	ERS1029411
Del3963_END3	SD4825b2	ERS1029412
Del3964_SWS2	SD4826b	ERS1029413
Del3964_SWS2	SD4826b2	ERS1029414
Del3965_APJ1	SD4827b	ERS1076662
Del3965_APJ1	SD4827b2	ERS1076663
Del3967_MTQ1	SD4829b	ERS1029429
Del3967_MTQ1	SD4829b2	ERS1029430
Del3968_YNL057W	SD4830b	ERS1029431
Del3968_YNL057W	SD4830b2	ERS1029432
Del3969_YNL058C	SD4831b	ERS1029443
Del3969_YNL058C	SD4831b2	ERS1029444
Del3970_VAC7	SD4832b	ERS1042765
Del3970_VAC7	SD4832b2	ERS1042766
Del3971_DOM34	SD4833b	ERS1029447
Del3971_DOM34	SD4833b2	ERS1029448
Del3973_HRB1	SD4835b	ERS1029451
Del3973_HRB1	SD4835b2	ERS1029452
Del3974_MRP7	SD4836b	ERS1076664
Del3975_IDP3	SD4837b	ERS1029457
Del3975_IDP3	SD4837b2	ERS1029458
Del3976_YNL010W	SD4838b3	ERS1076836
Del3976_YNL010W	SD4838b4	ERS1076837
Del3977_SPO1	SD4839b3	ERS1076838
Del3977_SPO1	SD4839b4	ERS1076839
Del3978_YNL013C	SD4840b3	ERS1076840
Del3978_YNL013C	SD4840b4	ERS1076841
Del3979_PUB1	SD4841b3	ERS1076842
Del3979_PUB1	SD4841b4	ERS1076843
Del3980_ARK1	SD4842b3	ERS1076844
Del3980_ARK1	SD4842b4	ERS1076845
Del3981_RCM1	SD4843b	ERS1076666
Del3981_RCM1	SD4843b2	ERS1076667
Del3982_FAP1	SD4844b3	ERS1076846
Del3982_FAP1	SD4844b4	ERS1076847
Del3983_YNL024C	SD4845b3	ERS1076848
Del3983_YNL024C	SD4845b4	ERS1076849
Del3984_SSN8	SD4846b3	ERS1076850
Del3984_SSN8	SD4846b4	ERS1076851
Del3986_HHT2	SD4848b3	ERS1076852
Del3986_HHT2	SD4848b4	ERS1076853
Del3987_SIW14	SD4849b3	ERS1076854
Del3987_SIW14	SD4849b4	ERS1076855
Del3988_YNL034W	SD4850b3	ERS1076856
Del3988_YNL034W	SD4850b4	ERS1076857
Del3989_YNL035C	SD4851b	ERS1076668
Del3989_YNL035C	SD4851b2	ERS1076669
Del3990_COG6	SD4852b3	ERS1076858
Del3990_COG6	SD4852b4	ERS1076859
Del3991_YNL043C	SD4853b	ERS1076670
Del3992_YIP3	SD4854b3	ERS1076860
Del3992_YIP3	SD4854b4	ERS1076861
Del3993_LAP2	SD4855b	ERS1076672
Del3993_LAP2	SD4855b2	ERS1076673
Del3994_YNL046W	SD4856b3	ERS1076862
Del3994_YNL046W	SD4856b4	ERS1076863
Del3995_SFB2	SD4857b	ERS1041895
Del3995_SFB2	SD4857b2	ERS1041896
Del3996_CIT1	SD4858b	ERS1076674
Del3996_CIT1	SD4858b2	ERS1076675
Del3997_ATO2	SD4859b3	ERS1076864
Del3997_ATO2	SD4859b4	ERS1076865
Del3998_SWM2	SD4860b3	ERS1076866
Del3998_SWM2	SD4860b4	ERS1076867
Del3999_YNR005C	SD4861b3	ERS1076868
Del3999_YNR005C	SD4861b4	ERS1076869
Del4000_VPS27	SD4862b3	ERS1076870
Del4000_VPS27	SD4862b4	ERS1076871
Del4001_ATG3	SD4863b3	ERS1076872
Del4001_ATG3	SD4863b4	ERS1076873
Del4002_LRO1	SD4864b	ERS1076676
Del4002_LRO1	SD4864b2	ERS1076677
Del4003_NRM1	SD4865b3	ERS1076874
Del4003_NRM1	SD4865b4	ERS1076875
Del4004_URK1	SD4866b3	ERS1076876
Del4004_URK1	SD4866b4	ERS1076877
Del4005_PHO91	SD4867b3	ERS1076878
Del4005_PHO91	SD4867b4	ERS1076879
Del4006_YNR014W	SD4868b3	ERS1076880
Del4006_YNR014W	SD4868b4	ERS1076881
Del4007_SMM1	SD4869b3	ERS1076882
Del4007_SMM1	SD4869b4	ERS1076883
Del4008_RCF2	SD4870b3	ERS1076884
Del4008_RCF2	SD4870b4	ERS1076885
Del4009_ARE2	SD4871b	ERS1042767
Del4009_ARE2	SD4871b2	ERS1042768
Del4010_ATP23	SD4872b	ERS1076678
Del4010_ATP23	SD4872b2	ERS1076679
Del4011_YNR021W	SD4873b3	ERS1076886
Del4011_YNR021W	SD4873b4	ERS1076887
Del4012_MPP6	SD4874b3	ERS1076888
Del4012_MPP6	SD4874b4	ERS1076889
Del4013_YNR025C	SD4875b	ERS1029123
Del4013_YNR025C	SD4875b2	ERS1029124
Del4014_BUD17	SD4876b	ERS1029125
Del4014_BUD17	SD4876b2	ERS1029126
Del4015_CPR8	SD4877b	ERS1029127
Del4015_CPR8	SD4877b2	ERS1029128
Del4016_YNR029C	SD4878b	ERS1029129
Del4016_YNR029C	SD4878b2	ERS1029130
Del4017_ALG12	SD4879b2	ERS1029132
Del4019_PPG1	SD4881b	ERS1029135
Del4019_PPG1	SD4881b2	ERS1029136
Del4020_SOL1	SD4882b	ERS1029137
Del4020_SOL1	SD4882b2	ERS1029138
Del4021_MRPS12	SD4883b	ERS1042769
Del4021_MRPS12	SD4883b2	ERS1042770
Del4022_RSM19	SD4884b	ERS1042893
Del4022_RSM19	SD4884b2	ERS1042894
Del4023_ZRG17	SD4885b	ERS1029143
Del4023_ZRG17	SD4885b2	ERS1029144
Del4024_YNR040W	SD4886b	ERS1029145
Del4024_YNR040W	SD4886b2	ERS1029146
Del4025_COQ2	SD4887b	ERS1029147
Del4025_COQ2	SD4887b2	ERS1029148
Del4026_YNR042W	SD4888b	ERS1029149
Del4026_YNR042W	SD4888b2	ERS1029150
Del4027_PET494	SD4889b	ERS1029151
Del4027_PET494	SD4889b2	ERS1029152
Del4028_YNR048W	SD4890b	ERS1029153
Del4028_YNR048W	SD4890b2	ERS1029154
Del4029_MSO1	SD4891b	ERS1029155
Del4029_MSO1	SD4891b2	ERS1029156
Del4030_RRP6	SD4892b	ERS1029157
Del4031_ALG6	SD4893b2	ERS1029160
Del4032_YSP3	SD4894b	ERS1029161
Del4032_YSP3	SD4894b2	ERS1029162
Del4033_DNL4	SD4895b	ERS1029163
Del4033_DNL4	SD4895b2	ERS1029164
Del4034_TSR3	SD4896b	ERS1029165
Del4034_TSR3	SD4896b2	ERS1029166
Del4035_SGT2	SD4897b	ERS1029167
Del4035_SGT2	SD4897b2	ERS1029168
Del4036_SLG1	SD4898b	ERS1029169
Del4036_SLG1	SD4898b2	ERS1029170
Del4037_TIR4	SD4899b	ERS1029171
Del4037_TIR4	SD4899b2	ERS1029172
Del4038_TIR2	SD4900b	ERS1029173
Del4038_TIR2	SD4900b2	ERS1029174
Del4039_AUS1	SD4901b	ERS1029175
Del4039_AUS1	SD4901b2	ERS1029176
Del4040_YOR012W	SD4902b	ERS1029177
Del4040_YOR012W	SD4902b2	ERS1029178
Del4041_IRC11	SD4903b	ERS1029179
Del4041_IRC11	SD4903b2	ERS1029180
Del4042_RTS1	SD4904b2	ERS1029182
Del4043_YOR015W	SD4905b	ERS1029183
Del4043_YOR015W	SD4905b2	ERS1029184
Del4044_ERP4	SD4906b	ERS1029185
Del4044_ERP4	SD4906b2	ERS1029186
Del4045_PET127	SD4907b	ERS1029187
Del4045_PET127	SD4907b2	ERS1029188
Del4046_ROD1	SD4908b	ERS1029189
Del4046_ROD1	SD4908b2	ERS1029190
Del4047_YOR019W	SD4909b	ERS1029191
Del4047_YOR019W	SD4909b2	ERS1029192
Del4048_SFM1	SD4910b	ERS1029193
Del4048_SFM1	SD4910b2	ERS1029194
Del4049_YOR022C	SD4911b	ERS1029195
Del4049_YOR022C	SD4911b2	ERS1029196
Del4050_AHC1	SD4912b	ERS1029197
Del4050_AHC1	SD4912b2	ERS1029198
Del4051_YOR024W	SD4913b	ERS1029199
Del4051_YOR024W	SD4913b2	ERS1029200
Del4052_HST3	SD4914b	ERS1029201
Del4052_HST3	SD4914b2	ERS1029202
Del4053_BUB3	SD4915b	ERS1029203
Del4053_BUB3	SD4915b2	ERS1029204
Del4054_STI1	SD4916b	ERS1029205
Del4054_STI1	SD4916b2	ERS1029206
Del4055_CIN5	SD4917b	ERS1029207
Del4055_CIN5	SD4917b2	ERS1029208
Del4056_YOR029W	SD4918b	ERS1029209
Del4056_YOR029W	SD4918b2	ERS1029210
Del4057_DFG16	SD4919b	ERS1029211
Del4057_DFG16	SD4919b2	ERS1029212
Del4058_CRS5	SD4920b	ERS1029213
Del4058_CRS5	SD4920b2	ERS1029214
Del4059_HMS1	SD4921b	ERS1029215
Del4059_HMS1	SD4921b2	ERS1029216
Del4060_EXO1	SD4922b	ERS1029217
Del4060_EXO1	SD4922b2	ERS1029218
Del4061_AKR2	SD4923b	ERS1029219
Del4061_AKR2	SD4923b2	ERS1029220
Del4062_SHE4	SD4924b	ERS1029221
Del4062_SHE4	SD4924b2	ERS1029222
Del4063_PEP12	SD4925b	ERS1029223
Del4063_PEP12	SD4925b2	ERS1029224
Del4064_CYC2	SD4926b	ERS1029225
Del4064_CYC2	SD4926b2	ERS1029226
Del4065_HIR2	SD4927b	ERS1029227
Del4065_HIR2	SD4927b2	ERS1029228
Del4066_CKB2	SD4928b	ERS1029229
Del4066_CKB2	SD4928b2	ERS1029230
Del4067_GLO4	SD4929b	ERS1029231
Del4067_GLO4	SD4929b2	ERS1029232
Del4068_YOR041C	SD4930b	ERS1029233
Del4068_YOR041C	SD4930b2	ERS1029234
Del4069_CUE5	SD4931b	ERS1029235
Del4069_CUE5	SD4931b2	ERS1029236
Del4070_WHI2	SD4932b	ERS1029237
Del4070_WHI2	SD4932b2	ERS1029238
Del4071_IRC23	SD4933b	ERS1029239
Del4071_IRC23	SD4933b2	ERS1029240
Del4072_TOM6	SD4934b	ERS1029241
Del4072_TOM6	SD4934b2	ERS1029242
Del4073_STD1	SD4935b	ERS1029243
Del4073_STD1	SD4935b2	ERS1029244
Del4074_RSB1	SD4936b	ERS1029245
Del4074_RSB1	SD4936b2	ERS1029246
Del4075_YOR050C	SD4937b	ERS1029247
Del4076_ETT1	SD4938b	ERS1029249
Del4076_ETT1	SD4938b2	ERS1029250
Del4077_TMC1	SD4939b	ERS1029251
Del4077_TMC1	SD4939b2	ERS1029252
Del4078_YOR053W	SD4940b	ERS1029253
Del4078_YOR053W	SD4940b2	ERS1029254
Del4079_YOR055W	SD4941b	ERS1029255
Del4079_YOR055W	SD4941b2	ERS1029256
Del4080_ASE1	SD4942b	ERS1029257
Del4080_ASE1	SD4942b2	ERS1029258
Del4081_LPL1	SD4943b	ERS1029259
Del4081_LPL1	SD4943b2	ERS1029260
Del4082_CKA2	SD4944b2	ERS1029262
Del4083_YOR062C	SD4945b	ERS1029263
Del4083_YOR062C	SD4945b2	ERS1029264
Del4084_YNG1	SD4946b	ERS1029265
Del4084_YNG1	SD4946b2	ERS1029266
Del4085_CYT1	SD4947b	ERS1029267
Del4085_CYT1	SD4947b2	ERS1029268
Del4086_MSA1	SD4948b	ERS1029269
Del4086_MSA1	SD4948b2	ERS1029270
Del4087_ALG8	SD4949b	ERS1029271
Del4087_ALG8	SD4949b2	ERS1029272
Del4088_VAM10	SD4950b	ERS1029273
Del4088_VAM10	SD4950b2	ERS1029274
Del4089_VPS5	SD4951b	ERS1029275
Del4089_VPS5	SD4951b2	ERS1029276
Del4090_GYP1	SD4952b	ERS1029277
Del4090_GYP1	SD4952b2	ERS1029278
Del4091_NRT1	SD4953b	ERS1029279
Del4091_NRT1	SD4953b2	ERS1029280
Del4092_YOR072W	SD4954b	ERS1029281
Del4092_YOR072W	SD4954b2	ERS1029282
Del4093_SGO1	SD4955b	ERS1029283
Del4093_SGO1	SD4955b2	ERS1029284
Del4094_SKI7	SD4956b	ERS1029285
Del4094_SKI7	SD4956b2	ERS1029286
Del4095_BUD21	SD4957b	ERS1029287
Del4095_BUD21	SD4957b2	ERS1029288
Del4096_ATX2	SD4958b	ERS1029289
Del4096_ATX2	SD4958b2	ERS1029290
Del4098_TGL5	SD4960b	ERS1029293
Del4098_TGL5	SD4960b2	ERS1029294
Del4099_YOR082C	SD4961b	ERS1029295
Del4099_YOR082C	SD4961b2	ERS1029296
Del4100_WHI5	SD4962b	ERS1029297
Del4100_WHI5	SD4962b2	ERS1029298
Del4101_LPX1	SD4963b	ERS1029299
Del4102_OST3	SD4964b	ERS1029301
Del4102_OST3	SD4964b2	ERS1029302
Del4103_TCB1	SD4965b	ERS1029303
Del4103_TCB1	SD4965b2	ERS1029304
Del4104_YVC1	SD4966b	ERS1029305
Del4104_YVC1	SD4966b2	ERS1029306
Del4105_YOR088W	SD4967b	ERS1029307
Del4105_YOR088W	SD4967b2	ERS1029308
Del4106_VPS21	SD4968b	ERS1029309
Del4106_VPS21	SD4968b2	ERS1029310
Del4107_PTC5	SD4969b	ERS1029311
Del4107_PTC5	SD4969b2	ERS1029312
Del4108_TMA46	SD4970b	ERS1029313
Del4108_TMA46	SD4970b2	ERS1029314
Del4109_ECM3	SD4971b2	ERS1029292
Del4110_YOR093C	SD4972b	ERS1029315
Del4110_YOR093C	SD4972b2	ERS1029316
Del4111_ARF3	SD4973b	ERS1029317
Del4111_ARF3	SD4973b2	ERS1029318
Del4112_YOR097C	SD4974b	ERS1029319
Del4112_YOR097C	SD4974b2	ERS1029320
Del4113_KTR1	SD4976b	ERS1029323
Del4113_KTR1	SD4976b2	ERS1029324
Del4114_CRC1	SD4977b	ERS1029325
Del4114_CRC1	SD4977b2	ERS1029326
Del4115_RAS1	SD4978b2	ERS1029328
Del4116_PIN2	SD4981b2	ERS1029334
Del4117_YOR105W	SD4982b2	ERS1029336
Del4118_VAM3	SD4983b	ERS1029337
Del4118_VAM3	SD4983b2	ERS1029338
Del4119_RGS2	SD4984b	ERS1029339
Del4119_RGS2	SD4984b2	ERS1029340
Del4120_LEU9	SD4985b	ERS1029341
Del4120_LEU9	SD4985b2	ERS1029342
Del4112_YOR097C	SD4986b	ERS1029343
Del4121_INP53	SD4986b2	ERS1029344
Del4122_YOR111W	SD4987b	ERS1042021
Del4122_YOR111W	SD4987b2	ERS1042022
Del4122_YOR111W	SD4988b2	ERS1029348
Del4123_CEX1	SD4989b	ERS1029349
Del4123_CEX1	SD4989b2	ERS1029350
Del4124_AZF1	SD4990b	ERS1029351
Del4124_AZF1	SD4990b2	ERS1029352
Del4125_YOR114W	SD4991b	ERS1029353
Del4125_YOR114W	SD4991b2	ERS1029354
Del4126_TRS33	SD4992b	ERS1029355
Del4126_TRS33	SD4993b	ERS1076680
Del4126_TRS33	SD4993b2	ERS1076681
Del4132_CAT5	SD4994b	ERS1076682
Del4132_CAT5	SD4994b2	ERS1076683
Del4127_RTC5	SD4995b2	ERS1029362
Del4119_RGS2	SD4996b	ERS1029363
Del4119_RGS2	SD4996b2	ERS1029364
Del4128_GCY1	SD4997b	ERS1029365
Del4128_GCY1	SD4997b2	ERS1029366
Del4129_YOR121C	SD4998b	ERS1029367
Del4129_YOR121C	SD4998b2	ERS1029368
Del4129_YOR121C	SD4999b	ERS1042099
Del4128_GCY1	SD4999b2	ERS1042100
Del4130_LEO1	SD5000b	ERS1029371
Del4130_LEO1	SD5000b2	ERS1029372
Del4131_UBP2	SD5001b	ERS1029373
Del4131_UBP2	SD5001b2	ERS1029374
Del4132_CAT5	SD5002b	ERS1029375
Del4132_CAT5	SD5002b2	ERS1029376
Del4133_IAH1	SD5003b	ERS1029377
Del4133_IAH1	SD5003b2	ERS1029378
Del4134_RGA1	SD5004b	ERS1029379
Del4134_RGA1	SD5004b2	ERS1029380
Del4134_RGA1	SD5005b	ERS1042023
Del4134_RGA1	SD5005b2	ERS1042024
Del4135_AFI1	SD5006b	ERS1029383
Del4135_AFI1	SD5006b2	ERS1029384
Del4136_ORT1	SD5007b	ERS1029385
Del4136_ORT1	SD5007b2	ERS1029386
Del4137_YOR131C	SD5008b	ERS1029387
Del4137_YOR131C	SD5008b2	ERS1029388
Del4138_VPS17	SD5009b	ERS1029389
Del4138_VPS17	SD5009b2	ERS1029390
Del4139_EFT1	SD5010b	ERS1029391
Del4139_EFT1	SD5010b2	ERS1029392
Del4140_BAG7	SD5011b	ERS1029393
Del4140_BAG7	SD5011b2	ERS1029394
Del4141_IRC14	SD5012b	ERS1029395
Del4141_IRC14	SD5012b2	ERS1029396
Del4142_IDH2	SD5013b	ERS1029397
Del4142_IDH2	SD5013b2	ERS1029398
Del4143_SIA1	SD5014b	ERS1029399
Del4143_SIA1	SD5014b2	ERS1029400
Del4144_RUP1	SD5015b	ERS1029401
Del4144_RUP1	SD5015b2	ERS1029402
Del4145_YOR139C	SD5016b	ERS1029403
